title,media,date,datetime,desc,link,img,textBlob polarity,textBlob subjectivity,vader polarity
"Trump, Biden hit Arizona, Supreme Court makes battleground state rulings",NBC News,"Oct 28, 2020",2020-10-28,"In Trump's world, the coronavirus crisis is exaggerated and the biggest danger to the country is a threat of socialism or communism, while top-of-mind issues ...",https://www.nbcnews.com/politics/2020-election/blog/2020-10-28-trump-biden-election-n1245008,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.2263
"Who exactly is Trump's 'base'? Why white, working-class voters could be key to the US election",The Conversation AU,"Oct 28, 2020",2020-10-28,US President Donald Trump's path to re-election requires maximising the support of his oft-mentioned “base” — white voters without college degrees — in the ...,https://theconversation.com/who-exactly-is-trumps-base-why-white-working-class-voters-could-be-key-to-the-us-election-147267,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",-0.1375,0.5625,0.0
Trump Campaign’s $63 Million Dwarfed by Biden’s $177 Million,The New York Times,"Oct 26, 2020",2020-10-26,"President Trump's re-election campaign committee ended September with only $63.1 million in the bank despite canceling some television buys late last month, ...",https://www.nytimes.com/2020/10/20/us/politics/trump-money-biden.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
Trump’s conservative imprint on the federal judiciary gives Democrats a playbook — if they win,Washington Post,"Oct 26, 2020",2020-10-26,President Trump's first-term record on the federal judiciary — which reached its apex Monday with the confirmation of Amy Coney Barrett as his third Supreme ...,https://www.washingtonpost.com/politics/courts_law/court-barrett-senate-trump/2020/10/25/d9eed9c0-16bc-11eb-befb-8864259bd2d8_story.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.8,0.4,0.5859
Trump hates Biden's stretch-run strategy. Biden loves Trump's.,NBC News,"Oct 26, 2020",2020-10-26,Biden loves Trump's. Analysis: Republicans seem more eager than Democrats to get Joe Biden out on the trail — an indication that his four-corners strategy is ...,https://www.nbcnews.com/politics/2020-election/trump-hates-biden-s-stretch-run-strategy-biden-loves-trump-n1244808,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.2023
"Debate transcript: Trump, Biden final presidential debate moderated by Kristen Welker",USA TODAY,"Oct 23, 2020",2020-10-23,"Trump and Biden on COVID-19. [1:03] Trump: So, as you know, more 2.2 million people, modeled out, were expected to die. We closed ...",https://www.usatoday.com/story/news/politics/elections/2020/10/23/debate-transcript-trump-biden-final-presidential-debate-nashville/3740152001/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,1.0,0.0
"At 63 Million Viewers, Final Debate Is Trump’s Least Watched",The New York Times,"Oct 23, 2020",2020-10-23,"At 63 Million Viewers, Final Debate Is Trump's Least Watched. About 10 million fewer Americans watched Thursday's Biden-Trump debate than the candidates' ...",https://www.nytimes.com/2020/10/23/business/media/trump-biden-debate-ratings.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",-0.15,0.7,0.0
Fact Check: Final Trump-Biden Presidential Debate,NPR,"Oct 23, 2020",2020-10-23,President Trump's claim about the cost to reduce U.S. carbon emissions is overstated. Joe Biden says his climate plan would cost $2 trillion. It appears Trump is ...,https://apps.npr.org/liveblogs/20201022-debate/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,1.0,0.0
Trump will attack Biden’s son at the debate. It will likely backfire on him.,Washington Post,"Oct 22, 2020",2020-10-22,"But what would it even look like for Biden to get rattled by Trump's attacks on his son, and why would such an outcome, even if it happened, play in Trump's favor?",https://www.washingtonpost.com/opinions/2020/10/22/trump-will-attack-bidens-son-debate-it-will-likely-backfire-him/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,1.0,-0.4767
"Trump weighs firing FBI director after election as frustration with Wray, Barr grows",Washington Post,"Oct 21, 2020",2020-10-21,President Trump and his advisers have repeatedly discussed whether to fire FBI Director Christopher A. Wray after Election Day — a scenario that also could ...,https://www.washingtonpost.com/national-security/trump-wray-biden-barr/2020/10/21/6ce69f02-13b0-11eb-ad6f-36c93e6e94fb_story.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,-0.6705
"Trump's And Biden's Coronavirus Plans: Vaccines, Testing",NPR,"Oct 16, 2020",2020-10-16,"Trump's campaign has not released a full COVID-19 action plan for his second term, even after the president himself contracted the coronavirus. His agenda for ...",https://www.npr.org/2020/10/16/919139204/trumps-and-biden-s-plans-on-the-coronavirus-pandemic,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",0.0,0.0,0.0
